date,season_year,team,opponent,goals_scored,goals_conceded,shots,shots_on_target,corners,fouls,yellow_cards,red_cards,points,home_away,goal_difference,shot_conversion_rate,efficiency_score
2000-10-23,2000,Man City,Southampton,2,0,11,4,3,15,2,0,3,Away,2,0.5,1.4545454545454546
2000-10-28,2000,Man City,Arsenal,0,5,6,2,4,13,3,1,0,Away,-5,0.0,0.6666666666666666
2000-10-28,2000,Charlton,Aston Villa,1,2,7,4,6,11,2,0,0,Away,-1,0.25,1.7142857142857142
2000-10-28,2000,Tottenham,Chelsea,0,3,6,3,3,14,3,0,0,Away,-3,0.0,1.0
2000-10-28,2000,Middlesbrough,Ipswich,1,2,7,3,1,17,2,0,0,Away,-1,0.3333333333333333,1.4285714285714286
2000-10-28,2000,Derby,Leicester,1,2,7,2,3,18,3,0,0,Away,-1,0.5,1.1428571428571428
2000-10-28,2000,Southampton,Man United,0,5,12,5,7,9,0,0,0,Away,-5,0.0,0.8333333333333334
2000-10-28,2000,Coventry,Sunderland,0,1,10,4,3,10,2,0,0,Away,-1,0.0,0.8
2000-10-28,2000,Newcastle,West Ham,0,1,12,5,8,10,2,0,0,Away,-1,0.0,0.8333333333333334
2000-10-29,2000,Leeds,Bradford,1,1,12,9,9,15,4,0,1,Away,0,0.1111111111111111,1.8333333333333333
2000-10-29,2000,Everton,Liverpool,1,3,9,7,6,10,1,1,0,Away,-2,0.14285714285714285,2.0
2000-11-04,2000,Bradford,Charlton,0,2,12,8,6,20,1,1,0,Away,-2,0.0,1.3333333333333333
2000-11-04,2000,Man United,Coventry,2,1,11,6,9,8,1,0,3,Away,1,0.3333333333333333,1.8181818181818181
2000-11-04,2000,Liverpool,Leeds,3,4,14,8,7,18,4,0,0,Away,-1,0.375,2.0
2000-11-04,2000,Leicester,Man City,1,0,3,2,4,14,2,0,3,Away,1,0.5,2.6666666666666665
2000-11-04,2000,Arsenal,Middlesbrough,1,0,11,8,8,11,1,0,3,Away,1,0.125,1.8181818181818181
2000-11-04,2000,Ipswich,Newcastle,1,2,8,5,4,7,0,0,0,Away,-1,0.2,1.75
2000-11-04,2000,Chelsea,Southampton,2,3,9,4,7,11,2,0,0,Away,-1,0.5,1.7777777777777777
2000-11-04,2000,Sunderland,Tottenham,1,2,12,3,7,9,0,0,0,Away,-1,0.3333333333333333,0.8333333333333334
2000-11-05,2000,Aston Villa,Everton,1,0,4,1,2,23,2,0,3,Away,1,1.0,1.5
2000-11-06,2000,West Ham,Derby,0,0,6,6,1,18,1,0,1,Away,0,0.0,2.0
2000-11-11,2000,Derby,Arsenal,0,0,9,2,0,13,2,0,1,Away,0,0.0,0.4444444444444444
2000-11-11,2000,Tottenham,Aston Villa,0,2,3,2,1,13,3,0,0,Away,-2,0.0,1.3333333333333333
2000-11-11,2000,Everton,Bradford,1,0,9,4,3,18,2,0,3,Away,1,0.25,1.3333333333333333
2000-11-11,2000,Charlton,Ipswich,0,2,7,4,3,12,2,0,0,Away,-2,0.0,1.1428571428571428
2000-11-11,2000,Newcastle,Leicester,1,1,7,1,3,8,1,0,1,Away,0,1.0,0.8571428571428571
2000-11-11,2000,Middlesbrough,Man United,1,2,5,1,0,10,0,0,0,Away,-1,1.0,1.2
2000-11-11,2000,Southampton,Sunderland,2,2,10,5,4,21,1,0,1,Away,0,0.4,1.8
2000-11-11,2000,Man City,West Ham,1,4,10,5,5,7,1,0,0,Away,-3,0.2,1.4
2000-11-12,2000,Leeds,Chelsea,1,1,11,3,2,24,4,0,1,Away,0,0.3333333333333333,0.9090909090909091
2000-11-12,2000,Coventry,Liverpool,1,4,10,5,1,12,0,0,0,Away,-3,0.2,1.4
2000-11-18,2000,Chelsea,Charlton,0,2,13,3,5,22,3,0,0,Away,-2,0.0,0.46153846153846156
2000-11-18,2000,Bradford,Derby,0,2,7,4,4,18,1,0,0,Away,-2,0.0,1.1428571428571428
2000-11-18,2000,Arsenal,Everton,0,2,4,2,5,12,1,0,0,Away,-2,0.0,1.0
2000-11-18,2000,West Ham,Leeds,1,0,4,3,2,19,1,0,3,Away,1,0.3333333333333333,2.5
2000-11-18,2000,Man United,Man City,1,0,8,4,11,8,1,0,3,Away,1,0.25,1.5
2000-11-18,2000,Leicester,Middlesbrough,3,0,9,7,2,12,1,0,3,Away,3,0.42857142857142855,2.888888888888889
2000-11-18,2000,Sunderland,Newcastle,2,1,9,6,4,26,3,0,3,Away,1,0.3333333333333333,2.2222222222222223
2000-11-18,2000,Aston Villa,Southampton,0,2,9,3,3,10,0,0,0,Away,-2,0.0,0.6666666666666666
2000-11-19,2000,Liverpool,Tottenham,1,2,9,4,5,13,2,0,0,Away,-1,0.25,1.3333333333333333
2000-11-20,2000,Ipswich,Coventry,1,0,10,4,5,12,1,0,3,Away,1,0.25,1.2
2000-11-25,2000,Sunderland,Charlton,1,0,8,3,8,16,1,0,3,Away,1,0.3333333333333333,1.25
2000-11-25,2000,Aston Villa,Coventry,1,1,7,4,1,19,2,0,1,Away,0,0.25,1.7142857142857142
2000-11-25,2000,Man United,Derby,3,0,12,7,9,12,1,0,3,Away,3,0.42857142857142855,2.1666666666666665
2000-11-25,2000,Chelsea,Everton,1,2,10,6,4,18,3,1,0,Away,-1,0.16666666666666666,1.6
2000-11-25,2000,Ipswich,Man City,3,2,11,4,5,5,2,0,3,Away,1,0.75,1.8181818181818181
2000-11-25,2000,Bradford,Middlesbrough,2,2,9,5,4,18,2,0,1,Away,0,0.4,2.0
2000-11-25,2000,West Ham,Southampton,3,2,14,8,10,10,2,0,3,Away,1,0.375,2.0
2000-11-25,2000,Leicester,Tottenham,0,3,11,5,8,15,3,1,0,Away,-3,0.0,0.9090909090909091
2000-11-26,2000,Arsenal,Leeds,0,1,9,3,4,22,7,0,0,Away,-1,0.0,0.6666666666666666
2000-11-26,2000,Liverpool,Newcastle,1,2,13,9,11,15,2,0,0,Away,-1,0.1111111111111111,1.6923076923076923
2000-12-02,2000,Southampton,Arsenal,0,1,7,5,8,15,2,0,0,Away,-1,0.0,1.4285714285714286
2000-12-02,2000,Newcastle,Aston Villa,1,1,9,5,2,12,1,0,1,Away,0,0.2,1.5555555555555556
2000-12-02,2000,Coventry,Bradford,1,2,13,7,8,12,2,0,0,Away,-1,0.14285714285714285,1.3846153846153846
2000-12-02,2000,Derby,Ipswich,1,0,3,3,1,13,1,0,3,Away,1,0.3333333333333333,3.3333333333333335
2000-12-02,2000,Leeds,Leicester,1,3,12,4,6,7,2,1,0,Away,-2,0.25,1.0
2000-12-02,2000,Charlton,Liverpool,0,3,7,2,5,9,1,0,0,Away,-3,0.0,0.5714285714285714
2000-12-02,2000,Tottenham,Man United,0,2,5,3,5,8,1,0,0,Away,-2,0.0,1.2
2000-12-02,2000,Middlesbrough,West Ham,0,1,5,3,5,19,4,1,0,Away,-1,0.0,1.2
2000-12-03,2000,Man City,Chelsea,1,2,11,5,10,12,0,0,0,Away,-1,0.2,1.2727272727272727
2000-12-04,2000,Everton,Sunderland,0,2,7,2,4,23,3,0,0,Away,-2,0.0,0.5714285714285714
2000-12-09,2000,Newcastle,Arsenal,0,5,3,1,2,11,3,0,0,Away,-5,0.0,0.6666666666666666
2000-12-09,2000,Tottenham,Bradford,3,3,6,4,2,16,0,0,1,Away,0,0.75,3.3333333333333335
2000-12-09,2000,Man United,Charlton,3,3,15,8,6,10,1,0,1,Away,0,0.375,1.8666666666666667
2000-12-09,2000,Derby,Chelsea,1,4,5,3,6,14,0,0,0,Away,-3,0.3333333333333333,2.0
2000-12-09,2000,Everton,Man City,0,5,14,4,13,12,1,0,0,Away,-5,0.0,0.5714285714285714
2000-12-09,2000,Leeds,Southampton,0,1,13,5,10,15,4,0,0,Away,-1,0.0,0.7692307692307693
2000-12-09,2000,Middlesbrough,Sunderland,0,1,8,5,3,21,3,0,0,Away,-1,0.0,1.25
2000-12-09,2000,Aston Villa,West Ham,1,1,15,4,4,15,3,0,1,Away,0,0.25,0.8
2000-12-10,2000,Leicester,Coventry,0,1,6,1,10,15,1,0,0,Away,-1,0.0,0.3333333333333333
2000-12-10,2000,Ipswich,Liverpool,1,0,11,6,5,14,3,0,3,Away,1,0.16666666666666666,1.4545454545454546
2000-12-16,2000,Man City,Aston Villa,2,2,9,4,4,16,1,0,1,Away,0,0.5,1.7777777777777777
2000-12-16,2000,Coventry,Derby,0,1,14,5,5,10,3,0,0,Away,-1,0.0,0.7142857142857143
2000-12-16,2000,West Ham,Everton,1,1,9,4,7,7,2,0,1,Away,0,0.25,1.3333333333333333
2000-12-16,2000,Southampton,Ipswich,1,3,13,4,1,12,2,0,0,Away,-2,0.25,0.9230769230769231
2000-12-16,2000,Sunderland,Leeds,0,2,17,6,5,20,4,0,0,Away,-2,0.0,0.7058823529411765
2000-12-16,2000,Charlton,Leicester,1,3,12,8,5,16,2,0,0,Away,-2,0.125,1.6666666666666667
2000-12-16,2000,Chelsea,Middlesbrough,0,1,9,3,5,16,2,0,0,Away,-1,0.0,0.6666666666666666
2000-12-16,2000,Bradford,Newcastle,1,2,7,3,3,17,2,0,0,Away,-1,0.3333333333333333,1.4285714285714286
2000-12-17,2000,Liverpool,Man United,1,0,9,4,2,11,0,0,3,Away,1,0.25,1.3333333333333333
2000-12-18,2000,Arsenal,Tottenham,1,1,17,10,7,14,1,0,1,Away,0,0.1,1.411764705882353
2000-12-22,2000,Southampton,Coventry,1,1,10,2,6,13,1,0,1,Away,0,0.5,0.8
2000-12-23,2000,Everton,Charlton,0,1,10,4,6,21,4,0,0,Away,-1,0.0,0.8
2000-12-23,2000,Bradford,Chelsea,0,3,7,1,4,12,1,0,0,Away,-3,0.0,0.2857142857142857
2000-12-23,2000,Newcastle,Derby,0,2,8,4,3,16,2,0,0,Away,-2,0.0,1.0
2000-12-23,2000,Aston Villa,Leeds,2,1,8,5,2,18,4,0,3,Away,1,0.4,2.25
2000-12-23,2000,West Ham,Leicester,1,2,11,4,5,5,0,0,0,Away,-1,0.25,1.0909090909090908
2000-12-23,2000,Arsenal,Liverpool,0,4,12,6,3,14,0,0,0,Away,-4,0.0,1.0
2000-12-23,2000,Ipswich,Man United,0,2,5,3,3,8,1,0,0,Away,-2,0.0,1.2
2000-12-23,2000,Man City,Sunderland,0,1,9,3,6,18,2,0,0,Away,-1,0.0,0.6666666666666666
2000-12-23,2000,Middlesbrough,Tottenham,0,0,5,0,4,13,3,0,1,Away,0,0.0,0.0
2000-12-26,2000,Leicester,Arsenal,1,6,2,2,0,11,0,0,0,Away,-5,0.5,4.0
2000-12-26,2000,Man United,Aston Villa,1,0,14,3,4,16,2,0,3,Away,1,0.3333333333333333,0.7142857142857143
2000-12-26,2000,Sunderland,Bradford,4,1,16,11,8,17,0,0,3,Away,3,0.36363636363636365,2.375
2000-12-26,2000,Coventry,Everton,2,1,10,5,2,16,1,0,3,Away,1,0.4,1.8
2000-12-26,2000,Chelsea,Ipswich,2,2,7,4,2,9,4,0,1,Away,0,0.5,2.2857142857142856
2000-12-26,2000,Derby,Man City,0,0,14,3,7,14,2,0,1,Away,0,0.0,0.42857142857142855
2000-12-26,2000,Liverpool,Middlesbrough,0,1,11,5,6,9,2,0,0,Away,-1,0.0,0.9090909090909091
2000-12-26,2000,Leeds,Newcastle,1,2,8,5,2,17,2,0,0,Away,-1,0.2,1.75
2000-12-26,2000,Charlton,West Ham,0,5,12,8,8,11,0,0,0,Away,-5,0.0,1.3333333333333333
2000-12-27,2000,Tottenham,Southampton,0,2,7,2,4,13,3,0,0,Away,-2,0.0,0.5714285714285714
2000-12-30,2000,Sunderland,Arsenal,2,2,14,7,1,18,3,0,1,Away,0,0.2857142857142857,1.5714285714285714
2000-12-30,2000,Tottenham,Ipswich,0,3,6,3,5,17,0,0,0,Away,-3,0.0,1.0
2000-12-30,2000,Charlton,Man City,4,1,13,8,4,14,2,0,3,Away,3,0.5,2.4615384615384617
2000-12-30,2000,Coventry,Middlesbrough,1,1,9,3,3,16,3,0,1,Away,0,0.3333333333333333,1.1111111111111112
2000-12-30,2000,Man United,Newcastle,1,1,8,6,3,10,3,0,1,Away,0,0.16666666666666666,2.0
2000-12-30,2000,Derby,Southampton,0,1,9,5,6,10,2,0,0,Away,-1,0.0,1.1111111111111112
2001-01-01,2001,Arsenal,Charlton,0,1,10,5,12,12,1,0,0,Away,-1,0.0,1.0
2001-01-01,2001,Aston Villa,Chelsea,0,1,7,3,5,19,1,0,0,Away,-1,0.0,0.8571428571428571
2001-01-01,2001,Man City,Coventry,1,1,10,5,8,15,2,0,1,Away,0,0.2,1.4
2001-01-01,2001,Everton,Derby,0,1,9,6,11,18,3,0,0,Away,-1,0.0,1.3333333333333333
2001-01-01,2001,Middlesbrough,Leeds,1,1,5,3,1,15,3,0,1,Away,0,0.3333333333333333,2.0
2001-01-01,2001,Bradford,Leicester,2,1,8,4,3,14,3,0,3,Away,1,0.5,2.0
2001-01-01,2001,Southampton,Liverpool,1,2,7,3,2,5,1,0,0,Away,-1,0.3333333333333333,1.4285714285714286
2001-01-01,2001,West Ham,Man United,1,3,9,5,2,13,2,0,0,Away,-2,0.2,1.5555555555555556
2001-01-01,2001,Ipswich,Sunderland,1,4,9,3,3,10,5,0,0,Away,-3,0.3333333333333333,1.1111111111111112
2001-01-02,2001,Newcastle,Tottenham,2,4,9,4,6,10,2,2,0,Away,-2,0.5,1.7777777777777777
2001-01-13,2001,Chelsea,Arsenal,1,1,12,8,3,15,4,0,1,Away,0,0.125,1.6666666666666667
2001-01-13,2001,Liverpool,Aston Villa,3,0,12,6,4,10,0,0,3,Away,3,0.5,2.0
2001-01-13,2001,Man United,Bradford,3,0,20,11,9,11,0,0,3,Away,3,0.2727272727272727,1.7
2001-01-13,2001,Tottenham,Everton,0,0,4,1,0,15,0,0,1,Away,0,0.0,0.5
2001-01-13,2001,Leeds,Man City,4,0,10,6,5,17,3,0,3,Away,4,0.6666666666666666,2.8
2001-01-13,2001,Derby,Middlesbrough,0,4,6,3,5,14,4,0,0,Away,-4,0.0,1.0
2001-01-13,2001,Coventry,Newcastle,1,3,12,5,7,9,3,0,0,Away,-2,0.2,1.1666666666666667
2001-01-13,2001,Charlton,Southampton,0,0,10,4,3,12,0,0,1,Away,0,0.0,0.8
2001-01-13,2001,Sunderland,West Ham,2,0,7,5,6,21,2,0,3,Away,2,0.4,2.5714285714285716
2001-01-14,2001,Leicester,Ipswich,0,2,6,3,1,10,1,0,0,Away,-2,0.0,1.0
2001-01-20,2001,Ipswich,Chelsea,1,4,5,2,1,12,0,1,0,Away,-3,0.5,1.6
2001-01-20,2001,Everton,Coventry,3,1,8,4,3,22,1,0,3,Away,2,0.75,2.5
2001-01-20,2001,Man City,Derby,1,1,10,4,4,22,2,0,1,Away,0,0.25,1.2
2001-01-20,2001,Newcastle,Leeds,3,1,11,7,1,18,1,0,3,Away,2,0.42857142857142855,2.3636363636363638
2001-01-20,2001,Arsenal,Leicester,0,0,13,4,9,8,2,0,1,Away,0,0.0,0.6153846153846154
2001-01-20,2001,Middlesbrough,Liverpool,0,0,4,2,3,10,1,0,1,Away,0,0.0,1.0
2001-01-20,2001,Aston Villa,Man United,0,2,5,3,3,19,2,0,0,Away,-2,0.0,1.2
2001-01-20,2001,Southampton,Tottenham,0,0,9,6,0,15,1,0,1,Away,0,0.0,1.3333333333333333
2001-01-21,2001,Bradford,Sunderland,0,0,7,3,7,13,1,0,1,Away,0,0.0,0.8571428571428571
2001-01-22,2001,West Ham,Charlton,1,1,18,3,5,8,1,0,1,Away,0,0.3333333333333333,0.5555555555555556
2001-01-24,2001,Leeds,Aston Villa,2,1,7,3,3,10,0,0,3,Away,1,0.6666666666666666,2.0
2001-01-30,2001,Bradford,Arsenal,0,2,6,2,3,14,2,0,0,Away,-2,0.0,0.6666666666666666
2001-01-30,2001,Derby,Charlton,1,2,6,3,3,14,1,0,0,Away,-1,0.3333333333333333,1.6666666666666667
2001-01-31,2001,Newcastle,Chelsea,1,3,4,2,2,19,3,0,0,Away,-2,0.5,2.0
2001-01-31,2001,Middlesbrough,Everton,2,2,6,3,1,12,5,0,1,Away,0,0.6666666666666666,2.3333333333333335
2001-01-31,2001,Coventry,Leeds,0,1,3,1,2,19,5,0,0,Away,-1,0.0,0.6666666666666666
2001-01-31,2001,Liverpool,Man City,1,1,16,3,11,13,1,0,1,Away,0,0.3333333333333333,0.625
2001-01-31,2001,Leicester,Southampton,0,1,6,3,3,12,3,0,0,Away,-1,0.0,1.0
2001-01-31,2001,Man United,Sunderland,1,0,13,7,2,13,0,1,3,Away,1,0.14285714285714285,1.3846153846153846
2001-01-31,2001,Tottenham,West Ham,0,0,14,6,4,16,1,0,1,Away,0,0.0,0.8571428571428571
2001-02-03,2001,Aston Villa,Bradford,3,0,13,6,4,14,0,0,3,Away,3,0.5,1.8461538461538463
2001-02-03,2001,Arsenal,Coventry,1,0,8,6,7,14,4,0,3,Away,1,0.16666666666666666,2.0
2001-02-03,2001,Sunderland,Derby,0,1,17,5,4,18,3,0,0,Away,-1,0.0,0.5882352941176471
2001-02-03,2001,Leeds,Ipswich,2,1,10,3,4,15,2,0,3,Away,1,0.6666666666666666,1.4
2001-02-03,2001,Chelsea,Leicester,1,2,8,4,7,13,1,0,0,Away,-1,0.25,1.5
2001-02-03,2001,West Ham,Liverpool,0,3,8,3,3,6,1,1,0,Away,-3,0.0,0.75
2001-02-03,2001,Everton,Man United,0,1,5,1,5,11,2,0,0,Away,-1,0.0,0.4
2001-02-03,2001,Man City,Middlesbrough,1,1,6,3,2,14,2,0,1,Away,0,0.3333333333333333,1.6666666666666667
2001-02-03,2001,Charlton,Tottenham,0,0,7,2,3,14,0,0,1,Away,0,0.0,0.5714285714285714
2001-02-07,2001,Leeds,Everton,2,2,9,5,7,18,1,0,1,Away,0,0.4,2.0
2001-02-10,2001,Ipswich,Arsenal,0,1,5,3,3,15,1,0,0,Away,-1,0.0,1.2
2001-02-10,2001,Middlesbrough,Aston Villa,1,1,6,3,4,11,1,0,1,Away,0,0.3333333333333333,1.6666666666666667
2001-02-10,2001,Man United,Chelsea,1,1,16,6,8,12,2,0,1,Away,0,0.16666666666666666,1.0
2001-02-10,2001,Leicester,Everton,1,2,9,2,2,7,2,0,0,Away,-1,0.5,0.8888888888888888
2001-02-10,2001,Derby,Leeds,0,0,3,2,4,17,5,0,1,Away,0,0.0,1.3333333333333333
2001-02-10,2001,Tottenham,Man City,1,0,11,4,3,10,0,0,3,Away,1,0.25,1.0909090909090908
2001-02-10,2001,Bradford,Southampton,0,2,4,1,0,16,1,0,0,Away,-2,0.0,0.5
2001-02-10,2001,Liverpool,Sunderland,1,1,8,4,6,25,3,0,1,Away,0,0.25,1.5
2001-02-11,2001,Newcastle,Charlton,0,2,5,3,11,12,1,0,0,Away,-2,0.0,1.2
2001-02-12,2001,Coventry,West Ham,1,1,13,4,4,16,5,0,1,Away,0,0.25,0.9230769230769231
2001-02-24,2001,West Ham,Bradford,2,1,11,5,1,10,2,0,3,Away,1,0.4,1.6363636363636365
2001-02-24,2001,Charlton,Coventry,2,2,15,7,7,11,0,0,1,Away,0,0.2857142857142857,1.4666666666666666
2001-02-24,2001,Aston Villa,Derby,0,1,19,7,9,10,1,0,0,Away,-1,0.0,0.7368421052631579
2001-02-24,2001,Everton,Ipswich,0,2,8,2,2,14,2,1,0,Away,-2,0.0,0.5
2001-02-24,2001,Sunderland,Leicester,0,2,9,3,5,16,4,1,0,Away,-2,0.0,0.6666666666666666
2001-02-24,2001,Southampton,Middlesbrough,1,0,10,5,6,9,0,0,3,Away,1,0.2,1.4
2001-02-24,2001,Man City,Newcastle,1,0,11,3,5,11,0,0,3,Away,1,0.3333333333333333,0.9090909090909091
2001-02-24,2001,Leeds,Tottenham,2,1,15,9,12,14,1,0,3,Away,1,0.2222222222222222,1.7333333333333334
2001-02-25,2001,Arsenal,Man United,1,6,6,2,3,6,0,0,0,Away,-5,0.5,1.3333333333333333
2001-03-03,2001,West Ham,Arsenal,0,3,4,2,6,12,3,0,0,Away,-3,0.0,1.0
2001-03-03,2001,Chelsea,Coventry,0,0,24,11,8,15,2,0,1,Away,0,0.0,0.9166666666666666
2001-03-03,2001,Tottenham,Derby,1,2,13,7,7,12,3,0,0,Away,-1,0.14285714285714285,1.3846153846153846
2001-03-03,2001,Newcastle,Everton,1,1,4,2,1,12,2,0,1,Away,0,0.5,2.0
2001-03-03,2001,Man United,Leeds,1,1,5,5,3,21,5,0,1,Away,0,0.2,2.8
2001-03-03,2001,Liverpool,Leicester,0,2,8,3,7,7,1,0,0,Away,-2,0.0,0.75
2001-03-03,2001,Southampton,Man City,1,0,6,1,6,15,1,0,3,Away,1,1.0,1.0
2001-03-03,2001,Charlton,Middlesbrough,0,0,11,8,5,12,1,0,1,Away,0,0.0,1.4545454545454546
2001-03-04,2001,Bradford,Ipswich,1,3,7,5,2,14,4,0,0,Away,-2,0.2,2.0
2001-03-05,2001,Aston Villa,Sunderland,1,1,6,2,3,18,2,0,1,Away,0,0.5,1.3333333333333333
2001-03-07,2001,Chelsea,West Ham,2,0,17,6,0,9,2,0,3,Away,2,0.3333333333333333,1.1764705882352942
2001-03-10,2001,Ipswich,Aston Villa,1,2,8,3,2,11,1,0,0,Away,-1,0.3333333333333333,1.25
2001-03-17,2001,Man City,Bradford,2,2,10,3,3,12,1,0,1,Away,0,0.6666666666666666,1.4
2001-03-17,2001,Leeds,Charlton,2,1,7,5,5,13,5,0,3,Away,1,0.4,2.5714285714285716
2001-03-17,2001,Sunderland,Chelsea,4,2,11,7,5,26,0,0,3,Away,2,0.5714285714285714,2.727272727272727
2001-03-17,2001,Leicester,Man United,0,2,5,2,2,13,1,0,0,Away,-2,0.0,0.8
2001-03-17,2001,Middlesbrough,Newcastle,2,1,7,4,1,19,3,1,3,Away,1,0.5,2.2857142857142856
2001-03-17,2001,Everton,Southampton,0,1,5,1,6,18,1,0,0,Away,-1,0.0,0.4
2001-03-17,2001,Coventry,Tottenham,0,3,11,5,8,10,1,0,0,Away,-3,0.0,0.9090909090909091
2001-03-17,2001,Ipswich,West Ham,1,0,13,5,5,8,0,0,3,Away,1,0.2,1.0769230769230769
2001-03-18,2001,Arsenal,Aston Villa,0,0,14,5,3,13,2,1,1,Away,0,0.0,0.7142857142857143
2001-03-18,2001,Derby,Liverpool,1,1,7,4,3,9,2,0,1,Away,0,0.25,1.7142857142857142
2001-03-31,2001,Tottenham,Arsenal,0,2,4,3,2,6,1,0,0,Away,-2,0.0,1.5
2001-03-31,2001,Newcastle,Bradford,2,2,14,7,8,23,1,0,1,Away,0,0.2857142857142857,1.5714285714285714
2001-03-31,2001,Middlesbrough,Chelsea,1,2,7,3,3,10,1,0,0,Away,-1,0.3333333333333333,1.4285714285714286
2001-03-31,2001,Derby,Coventry,0,2,14,8,4,16,1,0,0,Away,-2,0.0,1.1428571428571428
2001-03-31,2001,Man United,Liverpool,0,2,9,3,4,8,1,0,0,Away,-2,0.0,0.6666666666666666
2001-03-31,2001,Aston Villa,Man City,3,1,8,7,2,13,4,0,3,Away,2,0.42857142857142855,3.25
2001-03-31,2001,Leeds,Sunderland,2,0,7,4,4,10,2,1,3,Away,2,0.5,2.2857142857142856
2001-03-31,2001,Everton,West Ham,2,0,10,7,2,16,2,0,3,Away,2,0.2857142857142857,2.2
2001-04-01,2001,Leicester,Charlton,0,2,5,1,2,9,2,0,0,Away,-2,0.0,0.4
2001-04-02,2001,Ipswich,Southampton,3,0,11,5,7,15,1,0,3,Away,3,0.6,2.0
2001-04-04,2001,Leicester,Aston Villa,1,2,6,2,3,12,2,0,0,Away,-1,0.5,1.3333333333333333
2001-04-07,2001,West Ham,Aston Villa,2,2,7,5,3,3,3,0,1,Away,0,0.4,2.5714285714285716
2001-04-07,2001,Chelsea,Derby,4,0,10,7,9,7,1,0,3,Away,4,0.5714285714285714,3.0
2001-04-07,2001,Southampton,Leeds,0,2,6,2,1,11,0,0,0,Away,-2,0.0,0.6666666666666666
2001-04-07,2001,Coventry,Leicester,3,1,15,5,9,19,2,0,3,Away,2,0.6,1.4666666666666666
2001-04-08,2001,Man City,Everton,1,3,13,5,8,18,3,1,0,Away,-2,0.2,1.0769230769230769
2001-04-09,2001,Sunderland,Middlesbrough,0,0,12,4,2,22,3,0,1,Away,0,0.0,0.6666666666666666
2001-04-10,2001,Liverpool,Ipswich,1,1,7,2,1,15,0,0,1,Away,0,0.5,1.1428571428571428
2001-04-10,2001,Charlton,Man United,1,2,3,2,4,9,1,0,0,Away,-1,0.5,2.6666666666666665
2001-04-10,2001,Bradford,Tottenham,1,2,10,5,7,9,1,0,0,Away,-1,0.2,1.4
2001-04-11,2001,Arsenal,Man City,4,0,15,8,3,8,0,0,3,Away,4,0.5,2.1333333333333333
2001-04-13,2001,Charlton,Bradford,0,2,3,8,7,21,3,0,0,Away,-2,0.0,5.333333333333333
2001-04-13,2001,Leeds,Liverpool,2,1,9,3,2,16,1,0,3,Away,1,0.6666666666666666,1.5555555555555556
2001-04-14,2001,Middlesbrough,Arsenal,3,0,6,2,0,11,1,0,3,Away,3,1.5,2.6666666666666665
2001-04-14,2001,Everton,Aston Villa,1,2,5,3,3,14,3,0,0,Away,-1,0.3333333333333333,2.0
2001-04-14,2001,Southampton,Chelsea,0,1,9,5,6,19,3,0,0,Away,-1,0.0,1.1111111111111112
2001-04-14,2001,Newcastle,Ipswich,0,1,6,2,3,13,1,1,0,Away,-1,0.0,0.6666666666666666
2001-04-14,2001,Man City,Leicester,2,1,8,3,1,26,3,0,3,Away,1,0.6666666666666666,1.75
2001-04-14,2001,Coventry,Man United,2,4,9,4,2,18,4,0,0,Away,-2,0.5,1.7777777777777777
2001-04-14,2001,Tottenham,Sunderland,3,2,8,6,3,15,2,0,3,Away,1,0.5,3.0
2001-04-14,2001,Derby,West Ham,1,3,6,3,5,18,2,0,0,Away,-2,0.3333333333333333,1.6666666666666667
2001-04-16,2001,Sunderland,Coventry,0,1,6,3,3,21,0,0,0,Away,-1,0.0,1.0
2001-04-16,2001,Leicester,Derby,0,2,7,4,6,16,0,0,0,Away,-2,0.0,1.1428571428571428
2001-04-16,2001,Liverpool,Everton,3,2,10,6,5,15,2,0,3,Away,1,0.5,2.4
2001-04-16,2001,Ipswich,Middlesbrough,2,1,12,5,4,8,0,0,3,Away,1,0.4,1.5
2001-04-16,2001,West Ham,Newcastle,1,2,13,6,5,9,0,0,0,Away,-1,0.16666666666666666,1.2307692307692308
2001-04-17,2001,Aston Villa,Charlton,3,3,11,8,7,15,4,0,1,Away,0,0.375,2.5454545454545454
2001-04-17,2001,Chelsea,Tottenham,3,0,16,10,5,11,2,0,3,Away,3,0.3,2.0
2001-04-21,2001,Everton,Arsenal,1,4,4,2,0,13,2,1,0,Away,-3,0.5,2.0
2001-04-21,2001,Southampton,Aston Villa,0,0,3,3,5,15,2,0,1,Away,0,0.0,2.0
2001-04-21,2001,Derby,Bradford,0,2,12,3,8,13,2,1,0,Away,-2,0.0,0.5
2001-04-21,2001,Charlton,Chelsea,1,0,4,2,3,14,0,0,3,Away,1,0.5,2.0
2001-04-21,2001,Coventry,Ipswich,0,2,6,2,3,23,4,0,0,Away,-2,0.0,0.6666666666666666
2001-04-21,2001,Middlesbrough,Leicester,3,0,15,7,5,11,1,0,3,Away,3,0.42857142857142855,1.7333333333333334
2001-04-21,2001,Man City,Man United,1,1,6,4,2,20,0,0,1,Away,0,0.25,2.0
2001-04-21,2001,Newcastle,Sunderland,1,1,9,5,8,22,4,0,1,Away,0,0.2,1.5555555555555556
2001-04-21,2001,Leeds,West Ham,2,0,12,7,6,13,2,1,3,Away,2,0.2857142857142857,1.8333333333333333
2001-04-22,2001,Tottenham,Liverpool,1,3,7,5,4,13,1,0,0,Away,-2,0.2,2.0
